barcode,product_name,brands,ingredients_text
8906033741465,mcvitites 959 g,McVitie's,"refined wheat flour (maida) (50.5%), wheat flour (atta) (18.3%), edible vegetable oil(palm sugar, wheat bran(3.1%)), invert sugar syrup. raising agents [ins 500 (ii), ins 503 (ii), ins 450(i)], lodised salt, malt extract, emulsifiers (ins 322, ins 472e). acidity regulator (ins 296), dough conditioner. (ins 223)"
8906010911065,Dairy Day Medium Fat Frozen Dessert,Dairy Day,"milk solids, water, sugar edible vegetable oil (palm kernel oil), emulsifier and stabiliser (ins 471,412,433,407,401),  contains permitted synthetic food colour (ins 122) and added flavour-nature identical strawberry flavouring substances"
8904043551609,modern milk plus bread,modern,"refined wheat flour (maida), sugar, milk solids (3.4%), yeast, lodized salt, edible vegetable fat (interesterified), gluten, soya flour, preservatives (282, 200), flour treatment agents (341(iii), 510}, stabilizer (170(i)), emulsifier (481(i)}, acidity regulators (260, 297) and antioxidant"
8906081120052,Roasted & Salted California Pistachios,Happilo,roasted pistachios & pink salt.
8901058905526,Nestle NAN Excellapro,Nestlé,"milk solids, demineralised whey, soyabean oil, minerals, low erucic rapeseed oil, high oleic sunflower oil, coconut oil, sunflower oil, emulsifier (soya lecithin), human milk oligosaccharides' (2'fucosyllactose (2'fl) and lacto-n-neotetraose (lnnt), choline bitartrate, arachidonic acid (ara) from mortierella alpina oil, docosahexaenoic acid (dha) from schizochytrium sp. oil, vitamins, amino acid (l-phenylalanine), probiotic limasilactobacillus reuter), taurine, acidity regulators (citric acid and potassium hydroxide), nucleotides, carnitine and packaging gases (carbon dioxide and nitrogen)."
8904057396883,Hatsun Yoghurt Shake Mango,Hatsun,"milk solids, sugar, mango fruit preparation (10 %) (alphonso mango, sugar & liquid glucose), starter culture & natural flavour."
8906010503581,GIPPI masala noodles,Balaji,"noodles: refined wheat flour (maida), edible vegetable oil (palmolein, rice bran), edible common salt, wheat gluten, thickener (ins 412), acidity regulator (ins 500 (1)), emulsifier (ins 451), mineral (calcium carbonate). 2 - yumy masala: mixed spices (24%): (coriander (11%), onion (4%), chilli (3%), turmeric (1%), cumin (1%), garlic (1%), black pepper (0.9%), aniseed (0.9%), ginger (0.5%), nutmeg (0.3%), cinnamon (0.2%), clove (0.2%), cardamom (0.1%), fenugreek (0.1%), mace (0,1)), hydrolyzed vegetable protein (<span class=""allergen"">peanut</span>), edible common salt, refined wheat flour cimaida), edible starch, sugar, edible vegetable oil(sunflower), acidity regulator (ins 330, ins 500(11)), flavour enhancer (ins 635), natural & nature identical flavouring substances (masala, onion) noodles and yummy masala: precooked pasta & noodles & like products. allergen advice: contains <span class=""allergen"">wheat flour</span>, wheat gluten, <span class=""allergen"">soy</span> and <span class=""allergen"">peanut</span>."
8906010500078,Balaji Farali Chivda,Balaji Namkeen,"potato (75%) roasted peanut (12%), edible vegetable oil, sugar, rock salt, spices & condiments (chilli, turmeric, dry mango, clove, carom seed, cardamom nutmeg, mace, bay leaves)."
8901648001546,Mother Dairy Curd,Mother Dairy,"toned milk, water, milk solids and active lactic culture"
8901648922827,Mother Dairy Super-T Milk,Mother Dairy,"milk solids, vitamin a, vitamin d2"
8901242203902,Sevai Kheer,"Bambino, Bambino Agro Industries Ltd","sugar, vermicelli (29%), <span class=""allergen"">almond</span> (6%), interesterified vegetable fat (palm oil, sesame oil), raisins (3%), starch, cardamom (0.5%) and artificial flavouring substance (<span class=""allergen"">almond</span>)"
8906001052692,Mother's Recipe Punjabi Mango pickle,Mother’s Recipe,"mango pieces (58%), iodized salt, mustard oil ( cottonseed oil, fenugreek, spices and condiments and acidity regulator (ins 260)"
8906048501672,Protinex,Danone,"skimmed milk powder, maltodextrin, soy protein isolate, minerals (di calcium phosphate, ferric pyrophosphate, zinc sulphate, potassium iodide), nature identical flavouring substances, stabilizer (guar gum), vitamins (choline bitartrate, ascorbic acid, dl-alpha tocopheryl acetate, nicotinamide, retinyl acetate, ergocalciferol, thiamine hydrochloride, calcium pantothenate, riboflavin, pyridoxine hydrochloride, folic acid, d-biotin), sweetener (sucralose)"
8907003511026,Madras Mixture,Adyar Ananda Bhavan Sweets & Snacks,"bengal gram dal flour, rice flour, <span class=""allergen"">peanut</span>, flattened rice, refined palm superolein oil, cashew nut, <span class=""allergen"">butter</span>, lodised salt, mixed spices, curry leaves. contains <span class=""allergen"">milk</span>, <span class=""allergen"">nut</span>"
8908018651189,tomato sauce,troovy,"water, tomato (18%), vegetables (pumpkin, carrot, sweet potato, onion, green peas, garlic), jaggery, (natural) vinegar, lodised salt, soya flour, cornstarch, spices, natural colour (extracted from paprika) allergen information: contains soy contains permitted natural colour"
8901058012897,munch crunchilious cereal,Nestle,"whole wheat flour (atta) (48.8%), sugar, rice flour (9.6%), degermed maize (corn) grits (5.7%), cocoa solids (5.5%), glucose syrup, minerals, palm oil, nature-identical flavouring substances, lodized salt, vitamins and antioxidant (307b). allergen note: contains <span class=""allergen"">wheat</span> and <span class=""allergen"">sulphite</span>. may contain milk oat, <span class=""allergen"">soy</span>, <span class=""allergen"">barley</span>, <span class=""allergen"">nut</span>, <span class=""allergen"">mustard</span>, <span class=""allergen"">celery</span>, <span class=""allergen"">sesame</span> and <span class=""allergen"">lupin</span>."
8908009918284,oziva protein and herbs,oziva,"ultrafiltered whey protein concentrate (89.76%), cross flow filtered whey isolate (1.00%), natural & nature-identical flavouring substances (vanilla, almond & others), vitamins & minerals blend (2.55%), herbs blend [shatavari root extract (0.94%), flax seed extract (0.31%), green tea powder (0.22%), tulsi leaf extract (0.16%), cinnamon bark extract (0.09%), curcumin extract (0.06%)], carica papaya (standardised for papain) (0.30%), pineapple stem (standardised for bromelain) (0.30%), xanthan gum (thickener (ins 415)], natural sweetener [stevia (ins 960)]. contains naturally occurring sugars contains non-caloric sweetener wwwed det. images used are for ad to dagnose, treat, cure or widely and people with with profesionals before use. arketed by ventures pvt ltd. sah singh estate, caves rd, mumbai-400060 issat lic. no: 11516005000572 made in india allergen info: contains <span class=""allergen"">milk</span>. made in a facility that also processes wheat & soy products. nutraceutical not for medicinal use howt enjoy for real contact eimal damne not wit"
8901058005080,Munch Max,Nestlé,"sugar, refined wheat flour (maida), hydrogenated vegetable fats, fractionated vegetable fat, milk solids. cocoa solids (3.9%), emulsifier (<span class=""allergen"">soya lecithin</span>), raising agent (500(ii)), yeast, lodised salt, flour treatment agent (516), artificial (vanilla) flavouring substance and nature-identical flavouring substance."
8901058003000,Pazzta Cheese Macaroni,Maggi,"*macaroni ipasta): semolina (<span class=""allergen"">wheat</span>) (100%). cheese 'tastemaker®: milk solids, potato, lodized salt, starch, sugar, <span class=""allergen"">cheese</span> (5.8%), dehydrated sweetcorn (5.5%), maltodextrin, palm oil, black pepper powder, flavour enhancer (635), roasted garlic flakes, thickener (508), dehydrated spring onion (0.4%), natural flavour, oregano bits, margarine and turmeric. allergen note: contains wheat & milk. may contain mustard & sov"
8906014900997,Corn Flakes,Kwality,"corn grits (90%), sugar, iodised salt, emulsifier (e322), malt extract, acidity regulator (e500i), antioxidant (e320)"
8901552018753,achari aloo Goni Kathi roll,achari,"potato, flour (whole wheat), water, refined flour (wheat), cauliflower, onion, sunflower oil, coriander leaves, bre crumbs (wheat), corn flour, ginger, salt, green chilli, garlic, mint leaves, spices (black salt, onion powder, chilli powde coriander powder, salt, cumin powder, kalonji, garlic powder, turmeric powder, black pepper powder, fenugreek powd ginger powder, fennel powder, dried fenugreek leaves, black cardamom, carom, mustard, corn flour, citric acid (e 33 nutmeg, asafoetida (wheat), mango powder, pomegranate powder, clove), lime juice. ingrédients pomp tournesol feuilles"
8906010500153,Banana Wafers,Balaji Wafers,"banana (91%), edible vegetable oil (palmolein), **seasoning (black pepper powder (0.6%), edible common salt]. **as seasoning agent"
8906080603006,smoked and roasted mix nuts,paperboat,"almonds (48%), cashews (48 arabic) and edible common salt (himalayan pink salt 1.5%), stabilizer (güm arabic) and cane sugar. contains nuts &quot;best before six months from manufacture&quot; when stored in cool, dry and hygienic conditions, keep the pack away from direct sunlight and heat."
8906002007332,Funfoods Veg Mayonnaise,Dr. Oetker,"water, refined soyabean oil, sugar, thickeners (ins1442 ins415, ins1450), lodised salt, milk solids, acidity regulators (ins260, ins330), preservatives (ins211, ins202), antioxidant (ins319)"
8901030953217,Kissan Sweet & Spicy Sauce,Kissan,"water, sugar, tomato paste* (14.6%), chilli puree (5.6%), iodised salt, stabilizers - e1422, e415, e412, acidity regulator - e260, garlic powder, chilli flakes, onion powder, spices and condiments, preservative-e211, natural flavoring substance."
8906091170290,Hing (Compound Asafoetida),Narpa,"edible gum, <span class=""allergen"">wheat flour</span>, asafoetida"
8906020460010,Harvest Gold White Bread,Harvest Gold,"refined wheat flour (maida) (64.9%), sugar, yeast, lodized salt, <span class=""allergen"">gluten</span>, preservatives (282, 200), <span class=""allergen"">soya flour</span>, edible vegetable oil (refined soyabean oil, refined palmolein oil), emulsifiers (481 (i), 472e, 415), acidity regulators (270, 297), antioxidant (300), flour treatment agent (516)."
8906036674760,Nandini Godhi Ladoo,Nandini,"sugar, wheat flour, milk solids, ghee, whole milk powder, cashew nuts and cardamom"
8906020461185,Suji Rusk,"Harvest Gold,BIMBO","refined wheat flour (maida) (71.4%), sugar, edible vegetable oil (refined palmolein oil and refined rice bran oil), yeast, suji (2.14%), invert sugar syrup, lodized salt, <span class=""allergen"">gluten</span>, food color (150a), cardamom seeds (0.32 %), emulsifier {472e and 481(i)}, <span class=""allergen"">soya flour</span>, nature identical flavoring substance, flour treatment agent {1100(i)}, xylanase and antioxidant (300).
 (numbers referred above are as per the international numbering system)"
8908009918635,Oziva Plant Protein,Oziva,"clean protein blend (pea protein isolate, brown rice protein isolate, mung bean protein isolate), melon powder (9.20%), vitamins & minerals blend, herbs blend [ashwagandha (1.65%), tulsi (1.35%), amla (1.00%), triphala (1.00%), moringa (0.65%), guduchi (0.65%), rosehip (0.15%), cinnamon (0.15%). sea buckthorn (0.15%), ginseng (0.15%)], chicory root fiber (0.35%), papain (0.10%), bromelain [ins 1101 (iii)], xanthan gum (ins 415), natural sweetener (stevia ins 960)"
8906120108904,Farmley Date Bites,Farmley,"dates, <span class=""allergen"">almonds</span>, cashew nuts, <span class=""allergen"">pistachios</span>, ghee, honey. allergen caution: contains <span class=""allergen"">tree nuts</span>. this product has been packed in an integrated nuts & dried fruits processing unit and may contain an occasional trace of other nuts or dried fruits."
8904327600337,CHOCOLATE PEANUT BUTTER,MYFITNESS,"roasted peanuts (83%), dark chocolate (10%), sugar, salt, stabilizer (ins 471)"
8901018013162,Nilgiris Whole Wheat Brown Bread,Nilgiris,"whole wheat flour (atta) (27.5%), refined wheat flour (maida) (22.73%), potable water, edible vegetable oil (refined palmolein oil), sugar, yeast, wheat gluten, wheat bran, edible common salt (lodized salt), bread improver ins-1100, preservative ins-282, edible vegetable oil (refined sunflower oil), emulsifier ins-471, 481, acidity regulator ins-260 allergen information: contains <span class=""allergen"">wheat</span> (<span class=""allergen"">gluten</span>)"
8901248270298,Emami Healthy & Tasty Mustard Oil,Emami Healthy & Tasty,"mustard oil, vitamin a, vitamin e and vitamin d"
8906037150799,Papaya Leaf Juice,Krishna's Herbal & Ayurveda,papaya (carica papaya) lf. - 100 ml with permitted class ii preservatives less than 0.3%.
8901928014501,Rich Marie,Biskfarm,"refined wheat flour (maida (75.47%), sugar edible vegetable oil (palm palmolein) liquid glucose, condensed milkmek solids, raising agents 1500(1), 503(0) salt emulsifiers (471481), acidity regulator (330), dough conditioner (223), flour treatment agentot oispersing agent (1520) and antioxidant (319) 

contains added flavour (vanilla, milk, butter)

 contains wheat and wilk hypersensitive ingredients"
8908009059031,Protein Bread,The Health Factory,"wheat flour excellent, protein blend (pea protein isolate, <span class=""allergen"">soy protein isolate</span>, lentil protein concentrate), <span class=""allergen"">gluten</span>, yeast, vinegar, sunflower oil, cane sugar, iodised salt, cultured wheat flour."
8906143891760,protein powder,The whole truth protein powder,"whey protein blend,whey protein isolate,whey protein concentrate  (instantized with sunflower lecithin),whole milk powder,dates,cocoa,bromelain,monk fruit juice concentrate"
8904300200622,Date of Expiry:,TRDP Mario,"refined wheat flour (maida), edible vegetable oil (refined palm oil), iodized salt, gelling agent (508), emulsifying agent (451, acidity regulator (501 (1), anti-caking agent (170 ), raising ag 85% stabilizer: guar gum (412)) seasoning:- sugar, iodized salt, mixed spices ((16.3%) of which coriander, aniseed, turcumin 452 k 99 629 19 199 00 og 1200 mg 2% chill, black pepper, clove, green cardamom & nutmeg), onion powder, hydrolyzed groundnut proteins, de powder refined wheat flour (maida)), edible vegetable oil (refined palm oil), iodized salt, modified starch (1420), gelung agent (50) emulsifying agent (451 (i)), acidity regulator (501 (i)), anticaking agent (170 ) raising agent (500(ii)), stabilizer: guar gum, garlic powder, edible starch, flavour enhancer (627 & 631), ginger powder, anti caking agent(551), acidity regulator 0% edible vegetable oil (refined sunflower oil), raising agent (500(ii)) & mineral (ferric pyrophosphate). 17% permitted color nature identical flavouring substances (masala) and natural color (turmeric (ins-100)"
8908003249490,Probiotic Buttermilk,Akshayakalpa Organic,"water, organic pasteurized cow milk, himalayan pink salt. active culture. active probiotics: bifidobacterium animalis subsp. lactis - 12, lactobacillus acidophilus-5. contains ≥108 cfu/serving viable organisms."
8906131682189,Mille Jowar Puff,Mille,"puff 88%: supergrain blend (jowar, foxtail millet, corn, rice)(72%), rice bran oil (16%). seasoning 12%: vegetables and spices (onion, garlic, tomato, chilli, amchur, tamarind), salt, natural and nature identical flavours, raw sugar, acidity regulators (ins330, ins296, ins334), potassium chloride - salt substitute (ins 508). rosemary extract - antioxidant (ins 392)."
8906010501198,Crunchem Pizzy Masala,Balaji,"potato (88%), edible vegetable oil (palmolein), sugar edible common salt, dehydrated vegetable powder 0.6% (onion, garlic, tomato), milk solids (<span class=""allergen"">whey</span> (0.1%) spices & condiments (chilli, pepper, oregano), parsley anticaking agent (ins 551, ins 414), natural & nature identical flavouring substances (pizza). proprietary food potato wafers indian snacks & savouries allergen advice: contains milk solid"
8908015836114,The Healthy Binge Moringa Jowar Crispies,The Healthy Binge,"flour, rice flour, corn, potato powder, moringa powder, emulsifier ins 170 (i), vitamin e, sunflower oil, salt, and condiments, e551, ins 330 &nature identical flavouring substances"
8901148256996,Celevida Liv,Dr Reddy's,"whey protein isolate, amino acids, milk solids, medium chain triglycerides (coconut oil), fructose, <span class=""allergen"">soy protein isolate</span>, edible vegetable oil (high oleic sunflower oil), cocoa powder, nature identical flavouring substances, artificial (chocolate) flavour, minerals, synthetic food colour (ins 150d), stabilizers (ins 466, ins 415, ins 407), vitamins, sweeteners (ins 951, ins 950) and natural flavouring substances."
8906074827012,Fruit Biscuit (Vegan),Karachi Bakery,"refined wheat flour (maida), sugar, edible vegetable fat (bakery shortening), vegan milk soilds (almond & soya), papaya cubes (tooty fruity) (10%) cashew bits (6%) & iodised salt.
contains permitted synthetic food colours - e102, e110, e129 & added flavors (natural identical & artificial flavoring substances - vanilla & mixed fruit"
8906021125130,Chaat Masala,Aachi,"50% (mango flakes, cumin, pomegranate seeds, green chilli powder, ajowan, mint leaves, black pepper, dry ginger powder, compounded asafoetida, nutmeg), acidity regulator (ins 330) and salt 46.5%"
8904335601005,Crunchy Dark Chocolate Peanut Butter,Yoga Bar,"roasted peanut 72% (peanut butter and peanut chunks), dark chocolate compound 20% (sugar, vegetable palm oil, cocoa solids & emulsifier (lecithin, polyglycerol polyricinoleate), natural flavours), sugar, emulsifier and stabiliser (mono & diglycerides of fatty acids), salt, hydrogenated soyabean oil"
8901058009729,Masala Veg Atta Noodles,Maggi,"noodles: wheat flour (atta) (84.2%), (not more than) palm oil, iodized salt, wheat gluten, thickeners (508&412), humectants (451(i)&452(i)) and acidity regulators (501(i) & 500 (i)). masala tastemaker: dehydrated ""guideline daily amounts of an vegetables (22%) (carrot bits (12%), green peas"
8906042150067,ROASTED SHORT VERMICELLI,Anil,refined wheat flour (maida)
8904083301394,MilkyMist Double Toned Milk,MilkyMist,milk & milk solids
8906120100830,Farmley Makhana Peri Peri,Farmley,"foxnut (makhana), olive oil, spices & condiments (red chilli powder, cumin, carom seeds, onion powder, garlic powder), lodised salt, black salt, sugar, acidity regulators (citric acid, malic acid), corn starch, anticaking agent (ins 551), colour (paprika extract), flavour enhancer (ins 635)."
8908002974782,arcot mani mark puffed barley balls,arcot mani mark,"puffed barley, jaggery & liquid glucose."
8906033421916,Rusk Elaichi,Kanha,"refined wheat flour [maida) (61%)], sugar (27%), edible vegetable fat & oil [(7%) (hydrogenated palm oil, interesterified fat, sesame oil, vitamin a], semolina, yeast, custard powder, skimmed milk powder, edible common salt (iodized salt), <span class=""allergen"">gluten</span>, bread improver [<span class=""allergen"">soya flour</span>, starch, antioxidant (ins300), flour improvers (ins 923, ins 1100), emulsifier (ins 471(i), ins 481(i)), ammonium chloride], preservative [propylene glycol (ins 1520), tbhq (ins 319), citric acid (ins 330)], spice & condiment [cardamom seeds (0.2%) & its oil (0.5%)], acidity regulator (ins 260) & antioxidant (ins 300)."
8908005733461,Soy - Coconut Curd,White Cub,"soybeans, coconut, water, live culture"
8906095143542,Plant Based Vegan D3,Unived,"medium-chain triglycerides (70%) 120mg, vitashine™ 20mg as cholecalciferol from lichen
other ingredient hpmc vegetarian capsule contains coconut."
8901262030366,AMUL PURE GHEE,AMUL,"allergen information: contains milk,
amul pure ghee contains a blend of cow and buffalo milk fat. this combination is typical in many commercial ghee products, aiming to balance cost and quality. the specific ratio of cow to buffalo milk fat is not disclosed by amul. the product is clarified butter, meaning it's made by heating butter to remove water and milk solids, resulting in a rich, aromatic fat."
8908006646937,Mr Makhana Pickle Tickle,Mr Makhana,"engredients (pickle tickle): makhana (fox nuts) 67%, olive oil, seasoning mixed spices (red chilly, turmeric powder, cumin, fenugreek seeds, fenugreek leaves, fennel, ginger powder), edible salt, sugar, malto-dextrin, black mustard seeds, acidity regulator 330), roasted peanut, flavor enhancer (e627) & (e631), anti caking agent (e551)]. contains added natural and nature identical flavouring substances. allergen information: contains mustard and peanuts no artifical flavours&no added preservatives"
8908019558067,PROTEIN WATER GREEN APPLE FLAVOUR,AQUATEIN PRO,"water, whey protein isolate, acidity regulator, sweetener (sucralose), permitted class ii preservaves (e 2111),stabilizerie412.e466,contains permitted synthetic food colour, nature dentical flavouring"
8901725008307,B Natural Select Tender Coconut Water,B Natural,"water, concentrated tender coconut water (9.2%) [tender coconut water, preservative (202)]"
8906095120079,Wonderland California In-Shell Walnuts 1kg,Wonderlands Food,"<span class=""allergen"">walnuts</span> (whole)"
8906005671820,Jeera Khakhra,Charliee,"refined wheat flour (80%), edible vegetable oil (refined palmolein oil) (16%), lodised salt (3%), cumin seeds (1%). contains: wheat allergy advice: this product was processed on machinery that also processes peanuts, <span class=""allergen"">tree nuts</span>, <span class=""allergen"">wheat</span>, <span class=""allergen"">soy</span>, <span class=""allergen"">sesame</span>, <span class=""allergen"">mustard</span> and <span class=""allergen"">sulphites</span>."
8908001658539,ocean fruit drink,ocean,"water, apple juice concentrate 1.8% (equivalent to 12% apple juice) sugar, glucose, minerals (e 329, e 508), acidity regulator (e 330, e296, e 331), nature identical flavouring substances (pink guava fruit flavour). permitted class i preservative (e 202), vitamins (b3, b5, b7)."
8904335603412,Super Muesli,Yoga Bar,"whole grains 68% {rolled oats, brown rice, millets 20% (jowar, ragi, bajra, samai)}, dehydrated fruits 17% (raisins, strawberry powder, cranberry, blackcurrant), nuts & seeds 8% (almond, pumpkin, flax, chia), dates syrup, prebiotic fibre (fructo-oligosaccharide), rice bran oil, himalayan pink salt."
8901499011398,Kellogg's Museli Nuts delight,Kellogg's,"multigrain mix (67.6%) (corn grits (21.2%), wheat (16.8%), rolled barley (10.5%), rolled oats (10.5%), rice (8.6%), dry fruits & nut (20%) (brown raisins (10%), almonds (6%), black raisins (4%)), sugar, cereal extract, wheat bran, honey, oligofructose, iodized salt, cocoa solids, vitamins. flavours (nature identical & artificial (coconut)), antioxidant (ins 307b), mineral and colour (ins 150d). allergen declaration: contains wheat, barley, oats, nut (almonds) and sulphite. may contain other nuts, soy and milk. some dry fruits contain sulphite to maintain colour."
8906130900628,Choco Pie Orange,Orion,"refined <span class=""allergen"">wheat</span> flour (maida), choco covering (21%) [sugar, hydrogenated vegetable fat, cocoa solids, <span class=""allergen"">milk</span> solids, emulsifier (ins 322) and nature identical flavour (vanillin)], sugar, liquid glucose, orange filling (9.3%) [water, liquid glucose, sugar, orange juice (15.5%), fructose, maltodextrin, acidity regulator (ins 330), stabilizer (ins 440, ins 415), nature-identical flavour (<span class=""allergen"">orange</span>), preservative (ins 211), colour (ins 102 & ins 110)]. hydrogenated vegetable fat, humectant (ins 422), dextrose, raising agents [ins 500(1), ins 503 (ii)], stabilizers (ins 407, ins 440, ins 415, ins 410), edible common salt, hydrolyzed pea protein, preservatives (ins 202, ins 281), acidity regulator [ins 341(i)], nature identical flavour (vanillin)."
8901063165809,Chunkies Chocolate Chip Cookies,Brittania Good Day,"wheat flour, dark chocolate chips (sugar, cocoa powder, cocoa butter, dextrose, emulsifier (soy lecithin (e322)) & natural flavour (vanilla)), interesterified vegetable fat (palm & sesame), sugar, skim milk powder (from cow's/buffalo's milk), milk chocolate chips (sugar, cocoa butter, skim milk powder (from cow's/buffalo's milk), milk fat (from cow's/buffalo's milk), cocoa powder, dextrose, emulsifier (soy lecithin (e322)) & vanilla (natural flavour)), raising agents (ammonium bicarbonate (e503(ii)), sodium acid pyro phosphate (e450(i)), butter, baking powder (sodium bicarbonate (e500(ii)), acid calcium phosphate (341(i))), corn syrup, invert sugar syrup, oats powder, cocoa powder, salt, emulsifiers (mono & di glycerides of fatty acids (palm) (e471), soy lecithin (e322)), artificial flavour (chocolate, vanilla)."
8906010500542,Balaji Wafers Sev Murmura,Balaji Wafers,"puffed rice (50%), chickpea flour (24%), edible vegetable oi (palmolein, rice bran, corn), rice flour, edible common salt, spices & condiments (turmeric, chilli, clove, ginger, asafoetida curry leaves), refined wheat flour (maida), gum acacia"
8906014140164,Fruit Nik ELECTRO REHYDRATE ORANGE DRINK,"Fruit Nik,Amrutanjan","water, sugar, dextrose, orange juice (10%) (reconstituted from orange juice concentrate], tri sodium citrate, potassium chloride, sodium chloride, acidity regulator [ins 330], ascorbic acid (vitamin c), flavours (natural, nature-identical, artificial flavouring substances (orange)), colours (ins 160a, ins 110] and preservative ins 211)."
8901207002731,Dabur Triphala Churna,Dabur,"amalaki (embilica officinalis, p.), haritaki (terminalia chebula, p.), bibhitaka (terminalia belerica, p.),methyl paraben i.p., propyl paraben i.p."
8906131682059,sorghum puff,slurrp farm,"ingredients puff (90%) (millets (38%) (jowar, foxtail millet), corn (21%), rice (15%), rice bran oil (16%), antioxidant (rosemary) [ins 392]), seasoning (10%) (amchur, cumin, dried pomegranate seeds, garam masala, black pepper, chilli, desi khand, iodised salt, fructose, black salt, acidity regulator (citric acid) (ins 330), natural colors). allergen note: made in a facility that processes wheat. may contain trace elements. salety advice: when feeding a child, please ensure they are sitting down and are supervised to reduce the risk of choking."
8901725181246,A Sunfeast Yippee! MaGic masala PRODUCT OF INDIA n,,"من فيست يبي نودلز ماجيك ماسالا instant noodles: refined wheat flour (78.4%), refined palm oil, lodized salt, wheat gluten (0.4%), thickeners (e 508, e 412), stabilizers (e 170(1), e 339(ii), e 450(iii), e 452(10) and acidity regulators (e 501(1), e 500(1), e330) masala mix: dehydrated vegetables [beans (9.5%), carrot (7.1%), onion (4.6%) and cabbage (3.8%)), instant noodle powder (refined wheat flour (15.8%), refined palm oil, lodized salt, wheat gluten (0.07% )), spices and condiments (17.6%) [garlic, coriander, cumin, ginger, chilli, aniseed, fenugreek, black pepper, cardamom, nutmeg, caraway, cinnamon, clove and turmeric], sugar, lodized salt, hydrolyzed soya protein, natural flavours and natural flavouring substances (spices), yeast extract, acidity regulator (e 330), nature identical flavouring substances (spices), maltodextrin (corm), flavour enhancers (e 635). contains <span class=""allergen"">wheat</span> (<span class=""allergen"">gluten</span>), <span class=""allergen"">soya</span>. may contain <span class=""allergen"">milk</span>, <span class=""allergen"">sesame</span>, <span class=""allergen"">peanuts</span>, <span class=""allergen"">tree nuts</span>. لوزن الصافي ١٠٠ . المنتج من الهند (product of india) for export فورية: دقيق قمح نقي (%78.4) ، زيت نخيل مكرر ، ملح معالج باليود، غلوتين القمح (e 170(1), e 339(ii), e 450(ii), e 452) (e 508, e 412) .(e501(1), e 500(1), e خضروات مجففة [قول (%9.5) جزر (%7.1) ، بصل (%4.6) وملفوف (%3.8)]، نة الفورية دقيق القمح المكرر (%15.8)، زيت النخيل المكرر، ملح معالج باليود 0.07)، توابل وبهارات (%17.8) [ثوم، كزبرة ، كمون، زنجبیل، فلفل حار، یانسون هيل، جوزة الطيب، كراوية قرفة، قرنفل وكركم ، سكر، ملح معالج باليود، بروتين نكهات طبيعية ومواد منكهة طبيعية (بهارات)، خلاصة الخميرة، منظم الحموضة طابقة للطبيعة بهارات)، مالتوديكسترين (الذرة)، ومحسنات النكهة (635) e). نجلوتين) والصويا. ليب السمسم، الفول السوداني، والمكسرات."
8908012692157,Melatonin,Melts,"pullulan, sunflower lecithin, plant cellulose, natural lavender flavor, monk fruit extract"
8909081002083,Bingo Potato Chips Himalayan Pink Salt,Bingo,"potato (63.8%), refined palmolein, himalayan pink salt (1.6%), and beet root powder."
8909081001123,Bounce Chocho,Sunfest,"mtl cd-fpb105365 pkg.mtrl.mfd. by jupiter laminators pvt. ltd. regn. no. hspcs consent 313121821sonct08497 gredients: maida (refined wheat flour), sugar, refined palm oil, invert syrup, liquid glucose (1.0%), raising a emulsifiers (lecithin (from soyabean), polyoxyethylene (20) sorbitan monostearate (from palm oil)], artificial fla 503) ins 500(ii), ins 450(i)], colours (ins 150c, ins 150d, ins 122), starch, todized salt, cocoa solid substres (vanilla, milk, chocolate), flour treatment agent (ins 223), nature identical flavouring substances con wheat, soy, approx. values): per 100 g (% rda per serve - 20 g); energy"
8902080001828,Pepsi Zero Sugar,PepsiCo Inc.,"carbonated water,color (150d),acidity regulators(338,330), sweeteners(955,950),preservative (211), caffeine (13mg/100g), flavour (natural flavouring substance), stabilizer (436)"
8908013746217,Cravova Mocha Cold Coffee,Cravova,"double toned milk (90%), sugar, milk solids, coffee (0.8%), cocoa solids (0.22%), nature identical flavouring substances (chocolate, coffee), acidity regulator (ins 339(ii)), stabilizers (ins 418, ins 407)"
89080153,Maggi masala magic,"Maggi, Maggie","mixed spices (38.7%) (red chilli powder (7%), onion powder cumin powder (5.2%), garlic powder coriander powder, capsicum extract, turmeric powder (3.5%), aniseed (1.4%), black pepper powder (0.9%), fenugreek powder (0.7%), ginger powder, clove powder (0.3%), green cardamom powder (0.3%), nutmeg powder (0.3%). coriander extract & cumin extract) salt sugar flavour enhancer (635), palm oil, edible starch, balm acidity regulator (330), minerals&quot;, caramel salt mix (salt, colour (150d) & palm oil) and vitamin a."
8904063201157,Chips - Pudina Treat,Haldiram's,"potatoes (89%), edible vegetable oil (palmolein, cotton seed, rice bran), *spices & condiments [garlic powder, coriander powder, cumin powder, cinnamon powder, turmeric powder, black pepper powder, fenugreek powder, nutmeg powder, ginger powder, cardamom powder, amomum seeds powder, cassia powder, fennel powder, orion powder, mace powder, asafoetida powder, amchur powder, tamarind powder, mint leaves powder (0.7%), mustard seed powder], lodised salt, maltodextrin, kidity regulator (ins 330), mint leaves extract, natural & nature identical flavouring substances. *used as natural flavouring agent."
8906080603419,paperboat fruit and nuts super mix,paperboat,"dry fruits 35% (almonds and cashews), dehydrated cranberries (25%), pumpkin seeds and candied amla"
8901721011233,Moong Dal,Prabhuji Pure Food,"split green gram (74%), edible vegetable oil (palmolein oil), black salt and lodised salt."
